페이지,픅징,문형,문형 뜻,예문,예문 뜻,예문 요미가나
JLPT_N3_암기장::50p,[명사 뒤에 접속하는 문형],～だって,"~라도, ~조차도",そのくらいは小学生だって知っているはずだ。,그 정도는 초등학생이라도 알고 있을 것이다。,そのくらいは小学生[しょうがくせい]だって知[し]っているはずだ。
JLPT_N3_암기장::50p,[명사 뒤에 접속하는 문형],～でしかない,~에 불과하다,スマホはただの連絡手段でしかない。,스마트폰은 그저 연락수단에 불과하다。,スマホ[すまほ]はただの連絡手段[れんらくしゅだん]でしかない。
JLPT_N3_암기장::50p,[명사 뒤에 접속하는 문형],～でなくてもよければ,~이 아니어도 괜찮다면,今日でなくてもよければ買い物に付き合える。,오늘이 아니라도 좋다면 쇼핑에 같이 갈 수 있다。,今日[きょう]でなくてもよければ買[か]い物[もの]に付き合[つきあ]える。
JLPT_N3_암기장::50p,[명사 뒤에 접속하는 문형],～として,~로서,彼は歌手として有名になった。,그는 가수로서 유명해졌다。,彼[かれ]は歌手[かしゅ]として有名[ゆうめい]になった。
JLPT_N3_암기장::50p,[명사 뒤에 접속하는 문형],～としては,~의 입장에서는,私としてはあなたの意見に賛成することができません。,저의 입장으로서는 당신의 의견에 찬성하는 것이 불가능합니다。,私[わたし]としてはあなたの意見[いけん]に賛成[さんせい]することができません。
JLPT_N3_암기장::50p,[명사 뒤에 접속하는 문형],～において,"~에서, ~에 있어서",人生においてもっとも重要だと思うことは何ですか。,인생에 있어서 가장 중요하다고 생각하는 것은 무엇인가요?,人生[じんせい]においてもっとも重要[じゅうよう]だと思[おも]うことは何[なに]ですか。
JLPT_N3_암기장::50p,[명사 뒤에 접속하는 문형],～にかけて,~에 걸쳐,この仕事は夏休みにかけて特に忙しくなる。,이 일은 여름 방학에 걸쳐 특히 바빠진다。,この仕事[しごと]は夏休[なつやす]みにかけて特[とく]に忙[いそが]しくなる。
JLPT_N3_암기장::50p,[명사 뒤에 접속하는 문형],～に比べて,~에 비해,日本に比べてベトナムの方が物価が安い。,일본에 비하여 베트남 쪽이 물가가 싸다。,日本[にほん]に比[くら]べてベトナム[べとなむ]の方[ほう]が物価[ぶっか]が安[やす]い。
JLPT_N3_암기장::50p,[명사 뒤에 접속하는 문형],～に加えて,~에 더하여,彼女は仕事に加えて子育てもしている。,그녀는 일에 더하여 육아도 하고 있다。,彼女[かのじょ]は仕事[しごと]に加[くわ]えて子育[こそだ]てもしている。
JLPT_N3_암기장::50p,[명사 뒤에 접속하는 문형],～にしかできない,~만이 할 수 있다,この仕事はあなたにしかできない。,이 일은 당신만이 할 수 있다。,この仕事[しごと]はあなたにしかできない。
JLPT_N3_암기장::51p,[명사 뒤에 접속하는 문형],～にする,"~로 하다, 결정",私はハンバーグにします。,저는 햄버거로 할게요。,私はハンバーグ[はんばーぐ]にします。
JLPT_N3_암기장::51p,[명사 뒤에 접속하는 문형],～に対して,"~에 대하여, ~에 대해",この美術館は学生に対して割引サービスを行っています。,이 미술관은 학생에 대하여 할인 서비스를 시행하고 있습니다。,この美術館[びじゅつかん]は学生[がくせい]に対[たい]して割引[わりびき]サービスを行[おこな]っています。
JLPT_N3_암기장::51p,[명사 뒤에 접속하는 문형],～について,~에 대하여,農村について調べている。,농촌에 대해서 조사하고 있다。,農村[のうそん]について調[しら]べている。
JLPT_N3_암기장::51p,[명사 뒤에 접속하는 문형],～にとって,"~에게 있어서, ~에게는",私にとって人生でいちばん大切なのは家族の幸せだ。,나에게 있어서 인생에서 가장 소중한 것은 가족의 행복이다。,私[わたし]にとって人生[じんせい]でいちばん大切[たいせつ]なのは家族[かぞく]の幸[しあわ]せだ。
JLPT_N3_암기장::51p,[명사 뒤에 접속하는 문형],～に反して,"~와 달리, ~에 반하여",予想に反して、今年の試験は難しくなかったそうだ。,"예상과 달리, 올해 시험은 어렵지 않았다고 한다。",予想[よそう]に反[はん]して、今年[ことし]の試験[しけん]は難[むずか]しくなかったそうだ。
JLPT_N3_암기장::51p,[명사 뒤에 접속하는 문형],～によって,"~에 따라서, ~에 의해서",人によって考え方が違う。,사람에 따라서 사고방식이 다르다。,人[ひと]によって考[かんが]え方[かた]が違[ちが]う。
JLPT_N3_암기장::51p,[명사 뒤에 접속하는 문형],～によって,~에 의해서,調査結果によって知らなかったことがわかるようになった。,조사 결과에 의해서 몰랐던 것을 알게 되었다。,調査結果[ちょうさけっか]によって知[し]らなかったことがわかるようになった。
JLPT_N3_암기장::51p,[명사 뒤에 접속하는 문형],～による,"~에 의한, ~에 따른",台風による被害が大きいそうです。,태풍에 의한 피해가 크다고 합니다。,台風[たいふう]による被害[ひがい]が大[おお]きいそうです。
JLPT_N3_암기장::51p,[명사 뒤에 접속하는 문형],～によると,"~에 의하면, ~에 따르면",天気予報によると明日は晴れるそうです。,일기 예보에 의하면 내일은 맑을 것이라고 합니다。,天気予報[てんきよほう]によると明日[あした]は晴[は]れるそうです。
JLPT_N3_암기장::51p,[명사 뒤에 접속하는 문형],～にわたって,~에 걸쳐,中田先生の講義は2時間にわたって続いた。,나카타 선생님의 강의는 2시간에 걸쳐 계속되었다。,中田先生[なかたせんせい]の講義[こうぎ]は2時間[じかん]にわたって続[つづ]いた。
JLPT_N3_암기장::51p,[명사 뒤에 접속하는 문형],～のことで,~에 대해서,レポートのことで、相談したいことがあるんですが。,"리포트에 대해서, 상담하고 싶은 것이 있습니다만。",レポート[れぽーと]のことで、相談[そうだん]したいことがあるんですが。
JLPT_N3_암기장::52p,[명사 뒤에 접속하는 문형],～を中心に,~을 중심으로,先生を中心に写真を撮りましょう。,선생님을 중심으로 사진을 찍읍시다。,先生[せんせい]を中心[ちゅうしん]に写真[しゃしん]を撮[と]りましょう。
JLPT_N3_암기장::52p,[명사 뒤에 접속하는 문형],～を通じて,~을 통해,この国は一年を通じて暖かいので、雪が降りません。,"이 나라는 1년 내내 따뜻하기 때문에, 눈이 내리지 않습니다。",この国[くに]は一年[いちねん]を通[つう]じて暖[あたた]かいので、雪[ゆき]が降[ふ]りません。
JLPT_N3_암기장::52p,[명사 뒤에 접속하는 문형],～を抜きにして,~을 빼고,松本さんの努力を抜きにして今回のような成果はありえなかったと思う。,마쓰모토 씨의 노력을 빼고 이번과 같은 성과는 있을 수 없었다고 생각한다。,松本[まつもと]さんの努力[どりょく]を抜[ぬ]きにして今回[こんかい]のような成果[せいか]はありえなかったと思[おも]う。
JLPT_N3_암기장::52p,[명사 뒤에 접속하는 문형],～をめぐって,~을 둘러싸고,そのうわさをめぐっていろんな意見がある。,그 소문을 둘러싸고 여러 의견이 있다。,そのうわさをめぐっていろんな意見[いけん]がある。
JLPT_N3_암기장::52p,[명사 뒤에 접속하는 문형],～をもとに,~을 토대로,この小説は実際にあった事件をもとにしている。,이 소설은 실제 있었던 사건을 토대로 하고 있다。,この小説[しょうせつ]は実際[じっさい]にあった事件[じけん]をもとにしている。
JLPT_N3_암기장::52p,[명사 뒤에 접속하는 문형],"A, BといったC","A,B와 같은 C",タイ、ベトナムといった東南アジアに旅行に行きたい。,"태국, 베트남과 같은 동남아시아로 여행가고 싶다。",タイ[たい]、ベトナム[べとなむ]といった東南アジア[とうなんあじあ]に旅行[りょこう]に行[い]きたい。
JLPT_N3_암기장::52p,[명사 뒤에 접속하는 문형],Aほど～Bはない,A만큼 ~한 B는 없다,母が作るケーキほどおいしいものはない。,엄마가 만드는 케이크만큼 맛있는 것은 없다。,母[はは]が作[つく]るケーキほどおいしいものはない。
JLPT_N3_암기장::52p,[동사 뒤에 접속하는 문형],いまにも～そうだ,금세라도 ~할 것 같다,いまにも泣きそうな顔をしている。,금세라도 울 것 같은 얼굴을 하고 있다。,いまにも泣[な]きそうな顔[かお]をしている。
JLPT_N3_암기장::52p,[동사 뒤에 접속하는 문형],～がちだ,~(하)기 쉽다,子供は好きなものだけ食べがちだ。,아이들은 좋아하는 것만 먹기 쉽다。,子供[こども]は好き[すき]なものだけ食[た]べがちだ。
JLPT_N3_암기장::52p,[동사 뒤에 접속하는 문형],～かねない,~할지도 모른다,そうやって週末も仕事をしていたら病気になりかねないよ。,그렇게 주말에도 일하고 있으면 병에 걸릴지도 몰라。,そうやって週末[しゅうまつ]も仕事[しごと]をしていたら病気[びょうき]になりかねないよ。
JLPT_N3_암기장::53p,[동사 뒤에 접속하는 문형],～きれない,다~(할) 수 없다,量が多すぎて食べきれなかった。,양이 너무 많아서 다 먹을 수 없었다。,量[りょう]が多[おお]すぎて食[た]べきれなかった。
JLPT_N3_암기장::53p,[동사 뒤에 접속하는 문형],～できそうもない,~(할)것 같지 않다,いくら頑張っても、できそうもない。,"아무리 열심히 해도, 가능할 것 같지도 않다。",いくら頑張[がんば]っても、できそうもない。
JLPT_N3_암기장::53p,[동사 뒤에 접속하는 문형],～降りそうにない,~할 것 같지 않다 (비가 내릴 가능성이 낮음),雨はまだ降りそうにない。,비는 아직 내릴 것 같지 않다。,雨[あめ]はまだ降[ふ]りそうにない。
JLPT_N3_암기장::53p,[동사 뒤에 접속하는 문형],～そうになる,~할 뻔하다,事故を起こしそうになったことがある。,사고를 일으킬 뻔한 적이 있다。,事故[じこ]を起[お]こしそうになったことがある。
JLPT_N3_암기장::53p,[동사 뒤에 접속하는 문형],～たい,~하고 싶다,将来は作家になりたい。,장래에는 작가가 되고 싶다。,将来[しょうらい]は作家[さっか]になりたい。
JLPT_N3_암기장::53p,[동사 뒤에 접속하는 문형],～つけっぱなし,~한 채로 두다,エアコンをつけっぱなしにしていると、電気代が高くなる。,"에어컨을 켠 채로 있으면, 전기세가 비싸진다。",エアコン[えあこん]をつけっぱなしにしていると、電気代[でんきだい]が高[たか]くなる。
JLPT_N3_암기장::53p,[동사 뒤에 접속하는 문형],～終わる,~을 끝내다,昨日借りたDVDは見終わった。,어제 빌린 DVD는 다 보았다。,昨日[きのう]借[か]りたDVD[でぃーぶいでぃー]は見[み]終[お]わった。
JLPT_N3_암기장::53p,[동사 뒤에 접속하는 문형],～直す,~을 다시 하다,レポートのテーマを変えたせいで、最初から書き直した。,"리포트의 주제를 바꾼 탓에, 처음부터 다시 썼다。",レポート[れぽーと]のテーマ[てーま]を変[か]えたせいで、最初[さいしょ]から書[か]き直[なお]した。
JLPT_N3_암기장::53p,[동사 뒤에 접속하는 문형],～にくい,~하기 어렵다,ここでは話しにくい内容だからあとで話すね。,여기에서는 말하기 어려운 내용이니까 나중에 말할게。,ここでは話[はな]しにくい内容[ないよう]だからあとで話[はな]すね。
JLPT_N3_암기장::53p,[동사 뒤에 접속하는 문형],～始める,~하기 시작하다,先週からピアノを習い始めた。,지난주부터 피아노를 배우기 시작했다。,先週[せんしゅう]からピアノ[ぴあの]を習[なら]い始[はじ]めた。
JLPT_N3_암기장::53p,[동사 뒤에 접속하는 문형],～やすい,~하기 쉽다,日本は韓国から近いので行きやすいです。,일본은 한국에서 가깝기 때문에 가기 쉽다。,日本[にほん]は韓国[かんこく]から近[ちか]いので行[い]きやすいです。
JLPT_N3_암기장::54p,[동사 뒤에 접속하는 문형],～てある,~되어 있다,テーブルの上には花が飾ってある。,테이블 위에는 꽃이 장식되어 있다。,テーブル[てーぶる]の上[うえ]には花[はな]が飾[かざ]ってある。
JLPT_N3_암기장::54p,[동사 뒤에 접속하는 문형],～ていく,(~하고) 가다,今日はお弁当を持っていきます。,오늘은 도시락을 가지고 갑니다。,今日はお弁当[おべんとう]を持[も]っていきます。
JLPT_N3_암기장::54p,[동사 뒤에 접속하는 문형],～て以来,"(~한) 이래, (~한) 이후",マラソンを始めて以来、初めて大会に出てみようと思っている。,"마라톤을 시작한 이래, 처음으로 대회에 나가보려고 생각하고 있다。",マラソン[まらそん]を始[はじ]めて以来[いらい]、初[はじ]めて大会[たいかい]に出[で]てみようと思[おも]っている。
JLPT_N3_암기장::54p,[동사 뒤에 접속하는 문형],～ている,"(~하고) 있다, (~한) 상태이다",人が多いから待っている。,사람이 많아서 기다리고 있습니다。,人[ひと]が多[おお]いから待[ま]っている。
JLPT_N3_암기장::54p,[동사 뒤에 접속하는 문형],～ている間に,(~하는) 동안에,友だちを待っている間に、音楽をきいていました。,"친구를 기다리는 동안에, 음악을 듣고 있었습니다。",友[とも]だちを待[ま]っている間[あいだ]に、音楽[おんがく]をきいていました。
JLPT_N3_암기장::54p,[동사 뒤에 접속하는 문형],～ておく,(해) 두다,暑いから窓は開けておくね。,더우니까 창문은 열어 둘게。,暑[あつ]いから窓[まど]は開[あ]けておくね。
JLPT_N3_암기장::54p,[동사 뒤에 접속하는 문형],～てから,(~하고) 나서,遊びに行くのは宿題を終えてからだ。,놀러 가는 것은 숙제를 끝내고 나서다。,遊[あそ]びに行[い]くのは宿題[しゅくだい]を終[お]えてからだ。
JLPT_N3_암기장::54p,[동사 뒤에 접속하는 문형],～てからでないと,(~하고) 나서는,この仕事が全部終わってからでないと帰れません。,이 일이 전부 끝나지 않고서는 돌아갈 수 없습니다。,この仕事[しごと]が全部[ぜんぶ]終[お]わってからでないと帰[かえ]れません。
JLPT_N3_암기장::54p,[동사 뒤에 접속하는 문형],～てごらん,~해 보렴,もう一度ゆっくりやってごらん。,한 번 더 천천히 해 보렴。,もう一度[いちど]ゆっくりやってごらん。
JLPT_N3_암기장::54p,[동사 뒤에 접속하는 문형],～てしまう(=ちゃう),~해 버리다,お皿を割ってしまいました(割っちゃいました)。,접시를 깨 버렸습니다。,お皿[さら]を割[わ]ってしまいました(割[わ]っちゃいました)。
JLPT_N3_암기장::54p,[동사 뒤에 접속하는 문형],～てしまう(=ちゃう),~해 버리다,発表で大きな失敗をしてしまった(しちゃった)。,발표에서 큰 실수를 해 버렸다。,発表[はっぴょう]で大[おお]きな失敗[しっぱい]をしてしまった(しちゃった)。
JLPT_N3_암기장::55p,[동사 뒤에 접속하는 문형],～てはじめて,~하고 나서야 비로소,社会人になってはじめて、お金を稼ぐことの大変さが分かりました。,"사회인이 되고 나서야 비로소, 돈을 버는 것의 어려움을 알았습니다。",社会人[しゃかいじん]になってはじめて、お金[かね]を稼[かせ]ぐことの大変[たいへん]さが分[わ]かりました。
JLPT_N3_암기장::55p,[동사 뒤에 접속하는 문형],～てばかりいる,~하기만 하다,最近遊んでばかりいるせいで成績が落ちた。,최근 놀기만 했던 탓에 성적이 떨어졌다。,最近[さいきん]遊[あそ]んでばかりいるせいで成績[せいせき]が落[お]ちた。
JLPT_N3_암기장::55p,[동사 뒤에 접속하는 문형],～てほしい,~해 주었으면 좋겠다,もしよかったら、少し手伝ってほしいです。,"혹시 괜찮다면, 조금 도와주었으면 좋겠습니다。",もしよかったら、少[すこ]し手伝[てつだ]ってほしいです。
JLPT_N3_암기장::55p,[동사 뒤에 접속하는 문형],～てもかまわない,~해도 상관없다,食事が終わったら、1階でお土産を見てもかまいません。,"식사가 끝나면, 1층에서 기념품을 보고 있어도 괜찮습니다。",食事[しょくじ]が終[お]わったら、1階[いっかい]でお土産[おみやげ]を見[み]てもかまいません。
JLPT_N3_암기장::55p,[동사 뒤에 접속하는 문형],～たうえで,~한 후에,相手の意見を理解したうえで自分の考えを話してください。,상대의 의견을 이해한 후에 자신의 생각을 말해 주세요。,相手[あいて]の意見[いけん]を理解[りかい]したうえで自分[じぶん]の考[かんが]えを話[はな]してください。
JLPT_N3_암기장::55p,[동사 뒤에 접속하는 문형],～たことがある,~한 적이 있다,日本の小説を読んだことがある。,일본의 소설을 읽은 적이 있다。,日本[にほん]の小説[しょうせつ]を読[よ]んだことがある。
JLPT_N3_암기장::55p,[동사 뒤에 접속하는 문형],～たことがない,~한 적이 없다,両親は飛行機に乗ったことがない。,부모님은 비행기를 탄 적이 없다。,両親[りょうしん]は飛行機[ひこうき]に乗[の]ったことがない。
JLPT_N3_암기장::55p,[동사 뒤에 접속하는 문형],～たところ,~해 보니,アンケート調査をしてみたところ、意外な結果が出た。,"앙케이트 조사를 해 보니, 의외의 결과가 나왔다。",アンケート調査[ちょうさ]をしてみたところ、意外[いがい]な結果[けっか]が出[で]た。
JLPT_N3_암기장::55p,[동사 뒤에 접속하는 문형],～たとたん,~하자마자,空港に着いたとたん、あやしい人が話しかけてきた。,"공항에 도착하자마자, 수상한 사람이 말을 걸어왔다。",空港[くうこう]に着[つ]いたとたん、あやしい人[ひと]が話[はな]しかけてきた。
JLPT_N3_암기장::55p,[동사 뒤에 접속하는 문형],～たばかり,~한 지 얼마 안 되다,買ったばかりのテレビなのに壊れてしまった。,산 지 얼마 안 된 텔레비전인데 고장 나 버렸다。,買[か]ったばかりのテレビ[てれび]なのに壊[こわ]れてしまった。
JLPT_N3_암기장::55p,[동사 뒤에 접속하는 문형],～たものだ,~하곤 했다,子供のころはこの公園でよく遊んだものだ。,어릴 때는 이 공원에서 자주 놀곤 했다。,子供[こども]のころはこの公園[こうえん]でよく遊[あそ]んだものだ。
JLPT_N3_암기장::56p,[동사 뒤에 접속하는 문형],～たり～たりする,~(하)거나 ~(하)거나 하다,週末は買い物をしたり友達と食事をしたりする。,주말은 쇼핑을 하거나 친구와 식사를 하거나 한다。,週末[しゅうまつ]は買[か]い物[もの]をしたり友達[ともだち]と食事[しょくじ]をしたりする。
JLPT_N3_암기장::56p,[동사 뒤에 접속하는 문형],～ずに,~(하)지 않고,この料理は誰でも失敗せずにおいしく作れる。,이 요리는 누구라도 실패하지 않고 맛있게 만들 수 있다。,この料理[りょうり]は誰[だれ]でも失敗[しっぱい]せずにおいしく作[つく]れる。
JLPT_N3_암기장::56p,[동사 뒤에 접속하는 문형],～ないこともない,~(하)지 않을 것도 없다,この山はそんなに高くないので、１時間で登れないこともないです。,"이 산은 그렇게 높지 않아서, 1시간에 오르지 못할 것도 없습니다。",この山[やま]はそんなに高[たか]くないので、1時間[いちじかん]で登[のぼ]れないこともないです。
JLPT_N3_암기장::56p,[동사 뒤에 접속하는 문형],～ないで,~(하)지 않고,一週間も授業に来ないで何をしていたの？,일주일이나 수업에 오지 않고 무엇을 하고 있던 거야?,一週間[いっしゅうかん]も授業[じゅぎょう]に来[こ]ないで何[なに]をしていたの？
JLPT_N3_암기장::56p,[동사 뒤에 접속하는 문형],～一方だ,~(하)기만 하다,子どもの数は減る一方だ。,아이의 수는 줄기만 한다。,子ども[こども]の数[かず]は減[へ]る一方[いっぽう]だ。
JLPT_N3_암기장::56p,[동사 뒤에 접속하는 문형],～一方で,~(하)는 한편,最近、自転車が健康にいいと注目される一方で、自転車事故が増えて問題になっている。,"최근, 자전거가 건강에 좋다고 주목을 받는 한편, 자전거 사고가 늘어서 문제가 되고 있다。",最近[さいきん]、自転車[じてんしゃ]が健康[けんこう]にいいと注目[ちゅうもく]される一方[いっぽう]で、自転車事故[じてんしゃじこ]が増[ふ]えて問題[もんだい]になっている。
JLPT_N3_암기장::56p,[동사 뒤에 접속하는 문형],～うえで,~하는 데 있어서,生きるうえで、一番重要なのは何だと思う？,"살아가는 데 있어서, 가장 중요한 것은 무엇이라고 생각해?",生[い]きるうえで、一番[いちばん]重要[じゅうよう]なのは何[なん]だと思[おも]う？
JLPT_N3_암기장::56p,[동사 뒤에 접속하는 문형],～ことができる,~할 수 있다,さまざまな方法を利用して感情を伝えることができる。,다양한 방법을 이용해서 감정을 전달할 수 있다。,さまざまな方法[ほうほう]を利用[りよう]して感情[かんじょう]を伝[つた]えることができる。
JLPT_N3_암기장::56p,[동사 뒤에 접속하는 문형],～ことだ,~해야 한다,かぜを早く治したいんだったら、ぐっすり寝ることだ。,"감기를 빨리 낫게 하고 싶다면, 푹 자야 한다。",かぜを早[はや]く治[なお]したいんだったら、ぐっすり寝[ね]ることだ。
JLPT_N3_암기장::56p,[동사 뒤에 접속하는 문형],～ことだ,~해야 한다,夜遅くはピアノをひかないことだ。,밤 늦게는 피아노를 치면 안 되는 것이다。,夜遅[よるおそ]くはピアノ[ぴあの]をひかないことだ。
JLPT_N3_암기장::57p,[동사 뒤에 접속하는 문형],～ことにする,~하기로 하다,友だちと旅行に行くことにした。,친구와 여행을 가기로 했다。,友だち[ともだち]と旅行[りょこう]に行[い]くことにした。
JLPT_N3_암기장::57p,[동사 뒤에 접속하는 문형],～ことにする,~하기로 하다,健康のためにお酒は飲まないことにした。,건강을 위해 술을 마시지 않기로 했다。,健康[けんこう]のためにお酒[おさけ]は飲[の]まないことにした。
JLPT_N3_암기장::57p,[동사 뒤에 접속하는 문형],～ことになっている,~하기로 되어 있다,運転免許は10年ごとに更新することになっている。,운전면허는 10년마다 갱신하기로 되어 있다。,運転免許[うんてんめんきょ]は10年[じゅうねん]ごとに更新[こうしん]することになっている。
JLPT_N3_암기장::57p,[동사 뒤에 접속하는 문형],～ことになっている,~하기로 되어 있다,これ以上は参加者を増やさないことになっています。,이 이상 참가자를 늘리지 않기로 되어 있습니다。,これ以上[いじょう]は参加者[さんかしゃ]を増[ふ]やさないことになっています。
JLPT_N3_암기장::57p,[동사 뒤에 접속하는 문형],～ことになる,~하게 되다,親の転勤でアメリカに行くことになりました。,부모님의 전근으로 미국에 가게 되었습니다。,親[おや]の転勤[てんきん]でアメリカ[あめりか]に行[い]くことになりました。
JLPT_N3_암기장::57p,[동사 뒤에 접속하는 문형],～ことになる,~하게 되다,けがをして今日の試合に出ないことになりました。,부상을 당해서 오늘 경기에는 나가지 않게 되었습니다。,けがをして今日[きょう]の試合[しあい]に出[で]ないことになりました。
JLPT_N3_암기장::57p,[동사 뒤에 접속하는 문형],～ことはない,~할 필요는 없다,失敗しただけで、そんなに泣くことはない。,"실패했을 뿐인데, 그렇게 울 필요는 없다。",失敗[しっぱい]しただけで、そんなに泣[な]くことはない。
JLPT_N3_암기장::57p,[동사 뒤에 접속하는 문형],～つもりだ,~할 생각이다,来年はヨーロッパへ旅行するつもりだ。,내년에는 유럽으로 여행할 생각이다。,来年[らいねん]はヨーロッパ[よーろっぱ]へ旅行[りょこう]するつもりだ。
JLPT_N3_암기장::57p,[동사 뒤에 접속하는 문형],～つもりだ,~할 생각이다,宿題が多いので今日は寝ないつもりだ。,숙제가 많아서 오늘은 자지 않을 생각이다。,宿題[しゅくだい]が多[おお]いので今日は寝[ね]ないつもりだ。
JLPT_N3_암기장::57p,[동사 뒤에 접속하는 문형],～ところだ,~하려던 참이다,仕事が終わって、これから帰るところだった。,일이 끝나서 이제 막 집에 가려던 참이었다。,仕事[しごと]が終[お]わって、これから帰[かえ]るところだった。
JLPT_N3_암기장::57p,[동사 뒤에 접속하는 문형],～には,~하려면,この列車に乗るには予約をする必要があります。,이 열차를 타려면 예약을 해야 합니다。,この列車[れっしゃ]に乗[の]るには予約[よやく]をする必要[ひつよう]があります。
JLPT_N3_암기장::58p,[동사 뒤에 접속하는 문형],～ほうがいい,~하는 편이 좋다,このことは早く彼に言うほうがいい。,이 일을 빨리 그에게 말하는 편이 좋다。,このことは早[はや]く彼[かれ]に言[い]うほうがいい。
JLPT_N3_암기장::58p,[동사 뒤에 접속하는 문형],～ほうがいい,~하는 편이 좋다,今は話しかけないほうがいいと思う。,지금은 말을 걸지 않는 편이 좋다고 생각해。,今[いま]は話[はな]しかけないほうがいいと思[おも]う。
JLPT_N3_암기장::58p,[동사 뒤에 접속하는 문형],～ほうがいい,~하는 편이 좋다,風邪をひいたら薬を飲んだほうがいい。,감기에 걸리면 약을 먹는 편이 좋다。,風邪[かぜ]をひいたら薬[くすり]を飲[の]んだほうがいい。
JLPT_N3_암기장::58p,[동사 뒤에 접속하는 문형],～ほかない,~하는 수밖에 없다,この辺りはタクシーも来ないので、歩いて行くほかありません。,"이 주변은 택시도 오지 않기 때문에, 걸어서 가는 수밖에 없습니다。",この辺[あた]りはタクシー[たくしー]も来[こ]ないので、歩[ある]いて行[い]くほかありません。
JLPT_N3_암기장::58p,[동사 뒤에 접속하는 문형],～ものではない,~해서는 안 된다,うそを言うものではない。,거짓말을 해서는 안 된다。,うそを言[い]うものではない。
JLPT_N3_암기장::58p,[동사 뒤에 접속하는 문형],～ようと思う,~하려고 생각하다,今月から運動を始めようと思っている。,이번 달부터 운동을 시작하려고 생각하고 있다。,今月[こんげつ]から運動[うんどう]を始[はじ]めようと思[おも]っている。
JLPT_N3_암기장::58p,[동사 뒤에 접속하는 문형],～ようとする,~하려고 하다,勉強しようとしたのに、母に呼ばれた。,"공부하려고 했는데, 엄마한테 불렸다。",勉強[べんきょう]しようとしたのに、母[はは]に呼[よ]ばれた。
JLPT_N3_암기장::58p,[동사 뒤에 접속하는 문형],～ようにする,~하도록 하다,健康のために運動するようにします。,건강을 위해서 운동하도록 하겠습니다。,健康[けんこう]のために運動[うんどう]するようにします。
